"('date', '')","('open', 'BHVN')","('high', 'BHVN')","('low', 'BHVN')","('close', 'BHVN')","('volume', 'BHVN')"
2024-01-02 00:00:00+00:00,42.09000015258789,42.709999084472656,40.34000015258789,41.93000030517578,1111200
2024-01-03 00:00:00+00:00,41.310001373291016,42.41999816894531,39.84000015258789,40.189998626708984,1114600
2024-01-04 00:00:00+00:00,40.560001373291016,43.83000183105469,40.560001373291016,42.36000061035156,1026400
2024-01-05 00:00:00+00:00,41.5,43.7400016784668,41.150001525878906,42.59000015258789,1073300
2024-01-08 00:00:00+00:00,42.91999816894531,47.16999816894531,42.75,47.060001373291016,2027900
2024-01-09 00:00:00+00:00,46.529998779296875,48.65999984741211,45.54999923706055,47.709999084472656,1429300
2024-01-10 00:00:00+00:00,47.959999084472656,48.290000915527344,46.08000183105469,46.5,1164300
2024-01-11 00:00:00+00:00,46.0,46.130001068115234,43.70000076293945,45.459999084472656,1201300
2024-01-12 00:00:00+00:00,45.97999954223633,46.84000015258789,45.2400016784668,45.34000015258789,650500
2024-01-16 00:00:00+00:00,44.5,45.584999084472656,43.53799819946289,44.599998474121094,707900
2024-01-17 00:00:00+00:00,44.08000183105469,44.18299865722656,42.79999923706055,43.4900016784668,1216900
2024-01-18 00:00:00+00:00,43.79999923706055,44.150001525878906,42.20000076293945,42.709999084472656,947600
2024-01-19 00:00:00+00:00,42.79999923706055,44.349998474121094,42.02000045776367,44.349998474121094,995300
2024-01-22 00:00:00+00:00,44.90999984741211,48.69499969482422,44.81999969482422,48.45000076293945,1548100
2024-01-23 00:00:00+00:00,49.029998779296875,49.650001525878906,46.880001068115234,48.310001373291016,1204200
2024-01-24 00:00:00+00:00,49.099998474121094,49.58000183105469,45.33000183105469,45.599998474121094,599900
2024-01-25 00:00:00+00:00,46.09000015258789,47.27000045776367,44.895999908447266,44.970001220703125,758200
2024-01-26 00:00:00+00:00,45.099998474121094,45.45000076293945,44.189998626708984,44.88999938964844,508700
2024-01-29 00:00:00+00:00,45.5,46.61000061035156,44.900001525878906,45.66999816894531,807500
2024-01-30 00:00:00+00:00,45.25,45.900001525878906,43.650001525878906,43.810001373291016,991200
2024-01-31 00:00:00+00:00,43.88999938964844,46.369998931884766,43.88999938964844,44.47999954223633,913900
2024-02-01 00:00:00+00:00,44.91999816894531,45.7400016784668,43.939998626708984,45.0,576100
2024-02-02 00:00:00+00:00,44.060001373291016,45.06999969482422,43.04999923706055,44.790000915527344,680700
2024-02-05 00:00:00+00:00,44.790000915527344,47.5,44.2599983215332,47.15999984741211,948400
2024-02-06 00:00:00+00:00,47.77000045776367,48.58000183105469,46.56999969482422,47.209999084472656,865800
2024-02-07 00:00:00+00:00,47.27000045776367,48.209999084472656,46.93000030517578,47.2599983215332,517600
2024-02-08 00:00:00+00:00,47.2599983215332,48.20000076293945,46.18000030517578,46.91999816894531,641500
2024-02-09 00:00:00+00:00,47.119998931884766,48.93000030517578,47.119998931884766,48.54999923706055,508900
2024-02-12 00:00:00+00:00,49.279998779296875,50.22999954223633,47.96500015258789,48.709999084472656,695200
2024-02-13 00:00:00+00:00,46.900001525878906,48.2599983215332,46.04999923706055,46.95000076293945,1324600
2024-02-14 00:00:00+00:00,48.0,48.91999816894531,45.689998626708984,47.119998931884766,800600
2024-02-15 00:00:00+00:00,47.56999969482422,49.25,47.56999969482422,49.11000061035156,628800
2024-02-16 00:00:00+00:00,48.86000061035156,50.220001220703125,48.439998626708984,49.5,667000
2024-02-20 00:00:00+00:00,48.91999816894531,50.68000030517578,46.97999954223633,47.2400016784668,1097500
2024-02-21 00:00:00+00:00,46.849998474121094,47.702999114990234,45.20000076293945,46.56999969482422,829400
2024-02-22 00:00:00+00:00,47.0,48.494998931884766,46.86000061035156,47.33000183105469,532600
2024-02-23 00:00:00+00:00,48.380001068115234,49.61000061035156,47.25,47.310001373291016,686900
2024-02-26 00:00:00+00:00,47.20000076293945,48.0,44.38999938964844,46.18000030517578,1210500
2024-02-27 00:00:00+00:00,46.959999084472656,48.58000183105469,45.849998474121094,47.65999984741211,1066000
2024-02-28 00:00:00+00:00,47.20000076293945,48.040000915527344,46.2599983215332,47.29999923706055,825000
2024-02-29 00:00:00+00:00,48.560001373291016,49.380001068115234,46.83000183105469,48.13999938964844,1551000
2024-03-01 00:00:00+00:00,47.47999954223633,51.779998779296875,46.25,49.540000915527344,1741700
2024-03-04 00:00:00+00:00,51.5,58.83000183105469,51.150001525878906,56.38999938964844,2579400
2024-03-05 00:00:00+00:00,56.04999923706055,61.25,56.005001068115234,58.650001525878906,2011900
2024-03-06 00:00:00+00:00,59.58000183105469,60.220001220703125,56.790000915527344,58.130001068115234,1221900
2024-03-07 00:00:00+00:00,58.9900016784668,59.25,56.57500076293945,58.04999923706055,1288300
2024-03-08 00:00:00+00:00,59.0,62.209999084472656,55.875,57.970001220703125,1700900
2024-03-11 00:00:00+00:00,57.560001373291016,57.9900016784668,54.0,55.380001068115234,1499800
2024-03-12 00:00:00+00:00,54.58000183105469,58.70000076293945,54.400001525878906,58.58000183105469,1274900
2024-03-13 00:00:00+00:00,58.29999923706055,60.83000183105469,58.0099983215332,59.75,2362400
2024-03-14 00:00:00+00:00,58.97999954223633,59.14799880981445,55.439998626708984,56.41999816894531,2052900
2024-03-15 00:00:00+00:00,55.31999969482422,57.95000076293945,54.95000076293945,57.06999969482422,3605900
2024-03-18 00:00:00+00:00,58.2599983215332,58.970001220703125,56.2599983215332,56.7400016784668,1935700
